dataset,hog_id,fasta_file,num_taxa,num_pairs,mean_seq_len,min_seq_len,max_seq_len,mean_sss,median_sss,min_sss,max_sss,std_sss,mean_identity,median_identity,min_identity,max_identity,std_identity
amn,E0732656,E0732656.fa,10,45,73.1,67,92,0.5748755361296951,0.5454545454545454,0.20384615384615384,0.9603174603174603,0.18850310131665385,0.7207393038190196,0.703125,0.49230769230769234,0.9473684210526315,0.11670087924089705
amn,E0739117,E0739117.fa,10,45,262.3,243,268,0.7156273814024956,0.7145877378435518,0.4623096917935388,0.9910297811266595,0.16921267150894342,0.7556150312378886,0.7606177606177607,0.5714285714285714,0.9885931558935361,0.13280399910729407
amn,E0739363,E0739363.fa,10,45,384.3,318,428,0.8072030587284132,0.7173586793396698,0.6480320882426673,0.9976662777129521,0.12641352443480436,0.9082339194253942,0.8952380952380953,0.815625,0.9968652037617555,0.045414085705622304
amn,E0740208,E0740208.fa,10,45,235.9,232,245,0.7947162058875225,0.8360655737704918,0.46752722872125857,0.9922035289290111,0.1551836914793888,0.8075217806487333,0.8723404255319149,0.5172413793103449,0.9914893617021276,0.14291695197160567
amn,E0745662,E0745662.fa,10,45,157.9,157,158,0.9374708118719449,0.9748427672955975,0.8103339634530561,1.0,0.06385262902823176,0.9247986598224444,0.9620253164556962,0.7961783439490446,1.0,0.0672442945260278
amn,E0736903,E0736903.fa,10,45,418.9,365,448,0.6056356576901079,0.645252000865239,0.3291764705882353,0.9853702453297322,0.18065273065969772,0.6563374614840393,0.6770334928229665,0.41504854368932037,0.9833333333333333,0.1527127405317342
amn,E0746040,E0746040.fa,10,45,172.1,170,175,0.902529344910968,0.9272326350606395,0.7031164570803717,1.0,0.09596879086230692,0.9024867001063992,0.9127906976744186,0.7235294117647059,1.0,0.09125660208382645
amn,E0738993,E0738993.fa,10,45,571.4,517,590,0.6496647791059129,0.70335727409387,0.34679837713882516,0.990711028542476,0.20678427127872978,0.6699455340790624,0.71875,0.4166666666666667,0.988013698630137,0.1811586867644871
amn,E0740076,E0740076.fa,10,45,616.3,612,632,0.8574858595012226,0.9431184128952262,0.5584968811805873,1.0,0.15445784619263575,0.8933709131227797,0.9477124183006536,0.7070175438596491,1.0,0.09924242660007164
amn,E0745588,E0745588.fa,10,45,491.6,474,528,0.6903868422618146,0.7052872685627029,0.4862316107129385,0.9978273750740667,0.14642593050202,0.7623697343752119,0.7876857749469215,0.6137339055793991,0.997907949790795,0.11343180386220567
amn,E0745759,E0745759.fa,10,45,531.4,527,566,0.8615925280275702,0.9041477866852562,0.6904761904761905,0.9938714760987568,0.09568930389952376,0.8522494688006249,0.8842504743833017,0.7110266159695817,0.9943074003795066,0.0887728214313942
amn,E0746607,E0746607.fa,10,45,471.9,447,510,0.6909271112101726,0.7566795839282072,0.3680909447275578,0.9904062053480303,0.17866636339322933,0.703732196106717,0.7276595744680852,0.44642857142857145,0.9914893617021276,0.15513107402676848
amn,E0747049,E0747049.fa,10,45,264.1,235,288,0.6711362320392769,0.7111193202807536,0.4154746423927178,0.9875259875259875,0.15852599476124127,0.7748797636897949,0.8170212765957446,0.5967741935483871,0.9962546816479401,0.12910505656065063
amn,E0747039,E0747039.fa,10,45,375.6,368,401,0.7499746032555951,0.8252377280904651,0.4489042107855208,0.9969278033794163,0.17472046619565024,0.7645321643450406,0.8315217391304348,0.5013477088948787,0.9973118279569892,0.15558789737496265
amn,E0746839,E0746839.fa,10,45,394.4,384,420,0.7877517981714195,0.8116686114352392,0.6365526802218114,0.9969462062485318,0.10398494436119943,0.8120435354954305,0.8354755784061697,0.6317135549872123,0.9974358974358974,0.10660662101360777
amn,E0749052,E0749052.fa,10,45,328.9,212,384,0.8424751969082565,0.8627238198589257,0.6094244149272612,0.9886621315192744,0.09629776928061076,0.9511693376096902,0.9456869009584664,0.8849840255591054,1.0,0.031518430103045586
amn,E0739356,E0739356.fa,10,45,744.6,720,824,0.780466808698205,0.8658175736523864,0.44522144522144524,0.9950044831561419,0.17814853990123983,0.8331506822577962,0.8721088435374149,0.6197183098591549,0.9959183673469387,0.1191465402856872
amn,E0752398,E0752398.fa,10,45,341.2,302,346,0.7974666400757867,0.8438035408338093,0.4895181050912061,0.998121813791253,0.16096032937783153,0.7907019879935226,0.8265895953757225,0.4766081871345029,0.9971098265895953,0.16482544455068987
amn,E0748381,E0748381.fa,11,55,393.6363636363636,366,441,0.6184843813087108,0.588362587160375,0.352829162132753,1.0,0.17759618031449556,0.65454330968376,0.620253164556962,0.3839779005524862,1.0,0.1778020198643249
amn,E0754068,E0754068.fa,10,45,252.9,247,255,0.8967999760707184,0.9291934873154108,0.762380038387716,1.0,0.08237193689819322,0.9144415790684249,0.9448818897637795,0.8097165991902834,1.0,0.06430631184431067
amn,E0754546,E0754546.fa,10,45,254.6,234,319,0.778406108065572,0.7596039603960396,0.4386694386694387,1.0,0.1555671267377158,0.8713333372661962,0.8454935622317596,0.7012987012987013,1.0,0.08519908367905693
amn,E0752660,E0752660.fa,10,45,575.4,450,648,0.7542216383791344,0.7717129071170085,0.4424655142308364,1.0,0.14257028554036813,0.877779244145133,0.8971631205673759,0.6781411359724613,1.0,0.08451120059910056
amn,E0754499,E0754499.fa,10,45,522.9,514,571,0.7933677744610051,0.8875391128290079,0.4623376623376623,0.9928057553956835,0.1640625821199334,0.8333423452641741,0.8955512572533849,0.5925155925155925,0.9941972920696325,0.12006004648112857
amn,E0750288,E0750288.fa,10,45,671.4,637,712,0.608146135157523,0.6471432672983061,0.2951536016949153,0.984585201793722,0.20204303476302643,0.6945538367722365,0.7264,0.46919431279620855,0.9880059970014993,0.15219685639254832
amn,E0755637,E0755637.fa,10,45,523.6,517,552,0.8174299044163698,0.8223958333333333,0.6775531363400725,0.9888423988842399,0.08124232047401182,0.8210997674190572,0.8297872340425532,0.6957364341085271,0.9903660886319846,0.08257570154883136
amn,E0756270,E0756270.fa,10,45,134.1,134,135,0.8884662563492678,0.9020689655172414,0.7774725274725275,0.9910897875257025,0.060725187897500886,0.8774461028192371,0.8805970149253731,0.7835820895522388,0.9925373134328358,0.05561220843491975
amn,E0749003,E0749003.fa,11,55,888.8181818181819,730,963,0.812179194222323,0.8232077764277035,0.6391243695675501,0.9944912872400224,0.09566740547256003,0.9028046112985334,0.9300411522633745,0.7798053527980535,1.0,0.06869592478864273
amn,E0759640,E0759640.fa,10,45,500.6,471,581,0.6708449404417846,0.7213559322033898,0.30355731225296445,0.9916413373860182,0.20127943544097573,0.7475861512931327,0.8004246284501062,0.5175438596491229,0.9893842887473461,0.14598963385187727
amn,E0760031,E0760031.fa,11,55,103.9090909090909,102,105,0.9254299046416353,0.9271523178807947,0.8239700374531835,1.0,0.04736350641201128,0.9424049858269266,0.9423076923076923,0.8557692307692307,1.0,0.03420019533157538
amn,E0761363,E0761363.fa,10,45,178.1,177,179,0.9399188773014552,0.9574123989218328,0.847814355099838,1.0,0.04918090851965985,0.9489688525546021,0.9550561797752809,0.8813559322033898,1.0,0.03693425934783673
amn,E0755467,E0755467.fa,18,153,578.8333333333334,428,669,0.8786484289907533,0.8662441627751835,0.6665327440739253,1.0,0.08185595985907744,0.9401205066371275,0.906934306569343,0.883248730964467,1.0,0.04629456290761922
amn,E0752678,E0752678.fa,26,325,395.1923076923077,360,423,0.6193070507629154,0.5748368219671394,0.26037644787644787,1.0,0.22419730206179572,0.6664335783353338,0.6549865229110512,0.3944954128440367,1.0,0.1828004207834267
amn,E0761586,E0761586.fa,10,45,186.1,169,191,0.7791411679808675,0.7480954799390553,0.6770219603642207,0.9869608826479438,0.09364499517333377,0.7906986704979725,0.7608695652173914,0.6847826086956522,0.9842931937172775,0.08906836548421275
amn,E0761506,E0761506.fa,11,55,307.54545454545456,298,343,0.8868992927909906,0.8761731759006963,0.7562879444926279,1.0,0.06424421347193705,0.9254820720818162,0.9238410596026491,0.8422818791946308,1.0,0.04870189185509767
amn,E0778191,E0778191.fa,20,190,278.7,259,382,0.6117545331471805,0.5147113594040968,0.3072128227960819,1.0,0.19056537046173497,0.7261952471228528,0.6446280991735537,0.5454545454545454,1.0,0.15028535307830634
amn,E0756159,E0756159.fa,24,276,457.9166666666667,422,488,0.6424494026735267,0.5303744715661953,0.3956503554997909,1.0,0.17743833285558175,0.7365766011741636,0.6536209691947397,0.5605263157894737,1.0,0.13258622358361632
amn,E0779849,E0779849.fa,10,45,431.9,416,440,0.9060990012334993,0.9351748719091112,0.7806539509536785,0.9932945909700491,0.06556624538341567,0.9258124400962572,0.9287356321839081,0.8446601941747572,0.9954022988505747,0.03956748033692256
amn,E0779919,E0779919.fa,10,45,309.2,288,316,0.8898469293010497,0.9258530183727034,0.6641457545548298,1.0,0.10698491869273312,0.9292462524025167,0.9778481012658228,0.75,1.0,0.07356188561588757
amn,E0771775,E0771775.fa,22,231,410.8636363636364,336,481,0.6844748999549924,0.5700223713646533,0.41569982720315973,1.0,0.18363112260135306,0.7539545081083252,0.6355685131195336,0.567741935483871,1.0,0.15877479806491157
amn,E0756421,E0756421.fa,20,190,612.9,519,746,0.46185255226356026,0.3100469132727197,0.22712980985177422,0.9936147017598504,0.24974381833447476,0.5502340820819839,0.4342890875358408,0.36496350364963503,0.9933884297520661,0.20365888687141867
amn,E0780552,E0780552.fa,12,66,551.4166666666666,341,614,0.8435281895235777,0.9768123942003386,0.5780323982615567,1.0,0.17175510292840318,0.9698519410305783,0.9811783960720131,0.9195402298850575,1.0,0.029778199625627815
amn,E0780141,E0780141.fa,18,153,500.0,403,665,0.578236738022853,0.4486519860053509,0.2917638614749686,0.9942265578339637,0.20097419422287582,0.7144550129266417,0.6152073732718893,0.5335051546391752,0.9947089947089947,0.15474481195844947
amn,E0783327,E0783327.fa,10,45,419.6,403,473,0.7912365524313988,0.8039718129404229,0.6023265833692374,0.9877286408890947,0.1015068103526997,0.8427262593053086,0.8762376237623762,0.6758104738154613,0.9951338199513382,0.09519151117066081
amn,E0781454,E0781454.fa,11,55,809.6363636363636,741,850,0.7454766377546614,0.8306231454005935,0.3873319090109338,0.9990838295923041,0.18969092724353057,0.7984209184971865,0.8581730769230769,0.52,0.9987864077669902,0.14952285762825893
amn,E0784079,E0784079.fa,18,153,291.72222222222223,255,329,0.6582507936930467,0.5067967933077727,0.37199852234946434,1.0,0.22378898396257874,0.7182255113912973,0.575091575091575,0.5088967971530249,1.0,0.19817254810984422
amn,E0762353,E0762353.fa,30,435,461.76666666666665,292,500,0.5215973301306376,0.4339321357285429,0.19714070729872085,1.0,0.20980990783996384,0.6219384099618707,0.5445026178010471,0.4035714285714286,1.0,0.16369017163030078
amn,E0789041,E0789041.fa,11,55,415.09090909090907,193,462,0.8727844181372284,0.9547120983394436,0.4258044361137145,1.0,0.20132319497136625,0.968095871260911,0.9837962962962963,0.8645833333333334,1.0,0.03338350019708508
amn,E0789485,E0789485.fa,10,45,448.0,384,508,0.6679548726925723,0.6948818897637795,0.40345765345765344,0.9870889650998588,0.16084752357626114,0.7612593905327348,0.7676240208877284,0.5290178571428571,0.9973958333333334,0.13585697970702598
amn,E0789653,E0789653.fa,11,55,193.0909090909091,176,236,0.8188563997837887,0.8408759124087591,0.5391595033428844,0.986449864498645,0.11676260628311665,0.87892045427704,0.9301075268817204,0.6612021857923497,0.989247311827957,0.09913758965319004
amn,E0781053,E0781053.fa,28,378,411.9642857142857,386,470,0.7059913018362359,0.6393624380193339,0.44893666744566485,1.0,0.17382973598409643,0.7496704513527944,0.779291553133515,0.5108108108108108,1.0,0.15239845332901225
amn,E0789718,E0789718.fa,17,136,93.05882352941177,84,130,0.7506414501565764,0.7790948275862069,0.34509466437177283,1.0,0.1544694448710816,0.8595298313822454,0.8651685393258427,0.6075949367088608,1.0,0.09078140921906719
amn,E0789683,E0789683.fa,11,55,320.45454545454544,313,364,0.8193138681588947,0.9667271627344223,0.2130926724137931,1.0,0.28034988212671036,0.8655488370372175,0.9681528662420382,0.4125874125874126,1.0,0.2111628554543108
amn,E0789344,E0789344.fa,18,153,404.55555555555554,341,505,0.5451447991194007,0.4682634730538922,0.3069239500567537,1.0,0.18354343043807628,0.6531804825639866,0.6091954022988506,0.47277936962750716,1.0,0.14619610228258786
amn,E0792967,E0792967.fa,10,45,438.5,409,484,0.7352172137282225,0.7279864205389348,0.5523434077967586,0.9983633387888707,0.10342422603693954,0.772743936448876,0.771889400921659,0.5907990314769975,0.9976133651551312,0.11277504502602613
amn,E0789139,E0789139.fa,20,190,523.4,464,592,0.7222608279617577,0.5737264368816988,0.4917480035492458,1.0,0.18648489822761827,0.7797432731971157,0.6586302681992338,0.6041237113402061,1.0,0.15702284918596607
amn,E0778742,E0778742.fa,21,210,846.0952380952381,360,966,0.7438937227226067,0.7945087017619716,0.0,1.0,0.2386690410190867,0.8811617307690985,0.8638059701492538,0.25862068965517243,1.0,0.12355855556980257
amn,E0790104,E0790104.fa,10,45,957.5,840,1014,0.788346084309758,0.825129265770424,0.591853443864497,0.940670424206467,0.10871950523311356,0.8489036170175677,0.908883826879271,0.6778443113772455,0.9952095808383233,0.1132529909234167
amn,E0793370,E0793370.fa,10,45,227.0,227,227,0.9918722139900372,0.9932203389830508,0.9749894022891056,1.0,0.006197481270357031,0.9886441507586884,0.9911894273127754,0.9647577092511013,1.0,0.00958374018640855
amn,E0793187,E0793187.fa,30,435,421.23333333333335,362,499,0.6713687791056001,0.6225829553592743,0.4795831561037856,0.9966698382492863,0.13435349681555148,0.7385449430906778,0.695054945054945,0.5947521865889213,0.9974747474747475,0.1117523089448746
amn,E0790576,E0790576.fa,22,231,703.7272727272727,632,766,0.5703901282671379,0.46813627254509016,0.04275599128540305,0.9980821917808219,0.2569460470860856,0.6497373717716303,0.5598159509202454,0.26475849731663686,0.9971014492753624,0.19636699676178115
amn,E0793449,E0793449.fa,21,210,257.9047619047619,244,296,0.5674626830052891,0.3965648854961832,0.28233704829449513,1.0,0.23847587420739708,0.6148451020534873,0.4493661871528273,0.3723849372384937,1.0,0.21884484694216513
amn,E0793928,E0793928.fa,21,210,256.57142857142856,193,321,0.5677394039341762,0.3832609032391312,0.20171194640863416,1.0,0.26178017041419993,0.6325027974634903,0.46118012422360244,0.3924050632911392,1.0,0.22640759713245376
amn,E0794206,E0794206.fa,10,45,287.6,225,391,0.803146869486338,0.7658374792703151,0.5669885334942667,0.9951845906902087,0.12609302268391528,0.9155198914789894,0.9209621993127147,0.7649769585253456,0.9965635738831615,0.058843273280404514
amn,E0795490,E0795490.fa,10,45,122.6,110,125,0.8129494913051545,0.8634569850039463,0.540084388185654,1.0,0.10285013691759015,0.8183133472984561,0.832,0.6226415094339622,1.0,0.0943492592484517
amn,E0795765,E0795765.fa,10,45,351.5,347,361,0.8831648869051798,0.8870924279170035,0.7760996290408055,0.9978506179473401,0.07098203616541808,0.8814312242081578,0.8857142857142857,0.7771428571428571,0.9971428571428571,0.07038293832310182
amn,E0793477,E0793477.fa,10,45,838.5,671,884,0.8560006262203517,0.8276022846485604,0.736047107014849,0.9989047097480832,0.07033402731295367,0.9033584353387089,0.9147381242387332,0.8107784431137725,0.997737556561086,0.058990623022543286
amn,E0801542,E0801542.fa,10,45,294.9,149,330,0.6629130302109143,0.6532742802910472,0.37520064205457465,0.994058229352347,0.16636917002016743,0.7892150883319278,0.785234899328859,0.6013071895424836,0.990506329113924,0.09473923327749566
amn,E0801654,E0801654.fa,19,171,762.4736842105264,705,826,0.7408984634938941,0.5596480201131364,0.5126534703081934,1.0,0.21145238098454322,0.7916459312907986,0.6311728395061729,0.5997304582210242,1.0,0.184678617804077
amn,E0801796,E0801796.fa,10,45,298.8,292,305,0.8904260657928741,0.8861892583120204,0.7770927968851395,0.9884244372990354,0.058432493367563544,0.8973495502527423,0.8805460750853242,0.7793103448275862,0.9933333333333333,0.059839439058138134
amn,E0793126,E0793126.fa,31,465,693.1935483870968,347,902,0.47317767917491854,0.5541576567721643,0.06869825612119076,1.0,0.3286517852198131,0.6558481329632831,0.7107438016528925,0.3550863723608445,1.0,0.2403858586352498
amn,E0802102,E0802102.fa,14,91,172.57142857142858,133,190,0.803493635921477,0.8399586990191017,0.3197530864197531,1.0,0.1861856389698532,0.8723041487149197,0.8777777777777778,0.5648854961832062,1.0,0.10574564580401283
amn,E0801530,E0801530.fa,29,406,597.6206896551724,546,652,0.6394606165415045,0.5670199501246883,0.3983739837398374,1.0,0.20258822782707164,0.6677494908065302,0.6148648648648649,0.45517241379310347,1.0,0.18862178970882998
amn,E0793441,E0793441.fa,30,435,751.4,593,1004,0.3558051489520433,0.27374065189784114,0.06964694541511025,1.0,0.2858344103321146,0.4936243435134876,0.38344594594594594,0.2911392405063291,1.0,0.21570686693290908
amn,E0802469,E0802469.fa,12,66,631.9166666666666,441,722,0.8121010302128951,0.8648749086970131,0.4970599044468945,0.9676846017127161,0.12900018914218578,0.9063134164697572,0.9132530120481928,0.7977011494252874,0.9948542024013722,0.04726095013409223
amn,E0802500,E0802500.fa,11,55,224.1818181818182,182,330,0.7845512215369511,0.8207916485428447,0.32932113625421283,1.0,0.19562475425803297,0.8775456931316112,0.9220183486238532,0.5590062111801242,1.0,0.11981786199058307
amn,E0802850,E0802850.fa,10,45,338.9,297,358,0.8910844918911754,0.8991165574237675,0.736068585425597,1.0,0.06945339283330079,0.9156716675878069,0.9247311827956989,0.8259587020648967,1.0,0.04741702954618109
amn,E0802531,E0802531.fa,26,325,149.1153846153846,91,242,0.4521793428302109,0.17489986648865152,0.033075299085151305,1.0,0.3440883198436925,0.6491572675214805,0.4931506849315068,0.2830188679245283,1.0,0.23700341591955423
amn,E0803734,E0803734.fa,10,45,391.3,381,454,0.7745398479801624,0.7541645633518425,0.6319963743485157,0.9536990437845999,0.07884957591724955,0.7863216423306336,0.7769028871391076,0.693717277486911,0.9659685863874345,0.07499922439564084
amn,E0755569,E0755569.fa,40,780,757.325,574,869,0.4128767584063765,0.4312572411613945,0.04366197183098591,0.9988906145995119,0.29453243385132916,0.5511089021492673,0.5359121063991874,0.28547297297297297,1.0,0.22334786550323138
amn,E0804547,E0804547.fa,32,496,142.625,122,146,0.9119786830646867,0.927355989828605,0.5756172839506173,1.0,0.07586580424884716,0.9344786566409836,0.9340277777777778,0.7950819672131147,1.0,0.03987560984088714
amn,E0802095,E0802095.fa,32,496,414.0,368,532,0.4423852259546306,0.47820010935633595,0.09652665589660743,1.0,0.30720154461786,0.5484340564841613,0.5071327636094476,0.2888283378746594,1.0,0.2416163488414368
amn,E0804746,E0804746.fa,10,45,364.6,332,486,0.7984918996626492,0.7785082747676264,0.4572830693731876,1.0,0.182958791130276,0.9165409777888276,0.9787234042553191,0.6798029556650246,1.0,0.09534130159428492
amn,E0805082,E0805082.fa,10,45,333.3,321,366,0.7822234789979826,0.818504366812227,0.4882256297918949,1.0,0.14502032066883697,0.8075624235930677,0.8615384615384616,0.5579937304075235,1.0,0.13754018785325678
amn,E0804997,E0804997.fa,12,66,344.4166666666667,322,350,0.9011057746974891,0.9080289648370599,0.7229290359061351,1.0,0.07931233664474319,0.9288549357718583,0.9428571428571428,0.7950310559006211,1.0,0.05164770528867499
amn,E0805724,E0805724.fa,10,45,226.1,226,227,0.7398792970386534,0.7586512866015972,0.5430346051464063,0.965974370304905,0.11227814266921103,0.7239417943016762,0.7477876106194691,0.5265486725663717,0.9557522123893806,0.10836601743590576
